Abschluss3steller;Sortierschlüssel;Name;Gültig ab;Gültig bis;Abschluss2steller;
662;301560;LA Master Sekundarstufe II / Sekundarstufe I - Weiterbildungsstudium;20092;99999;62;
663;353060;LA Master Oberstufe / Sekundarstufe II, allgemeinbildende Schulen - Weiterbildungsstudium;20092;99999;63;
664;351560; LA Master Gymnasium - Weiterbildungsstudium ;20092;99999;64;
665;401560;LA Master Sonderschulen / Förderschulen - Weiterbildungsstudium;20092;99999;65;
666;451560;LA Master Berufliche Schulen - Weiterbildungsstudium;20092;99999;66;
667;453060;LA Master Oberstufe / Sekundarstufe II, berufliche Schulen - Weiterbildungsstudium;20092;99999;67;
668;051060;Mehr-Fächer-Bachelor ohne Lehramtsoption - Weiterbildungsstudium;20102;99999;68;
669;051560;Mehr-Fächer-Master - Weiterbildungsstudium;20102;99999;69;
680;555560;Sonstiger künstlerischer Abschluss - Weiterbildungsstudium;20072;99999;80;
682;058560;Bachelor an Universitäten - Weiterbildungsstudium;20072;99999;82;
684;602560;Bachelor an Fachhochschulen - Weiterbildungsstudium;20072;99999;84;
688;059560;Master an Universitäten (Abschlussprüfung vorausgesetzt) - Weiterbildungsstudium;20072;99999;88;
689;557060;Master an Kunsthochschulen (Abschlussprüfung vorausgesetzt) - Weiterbildungstudium;20072;99999;89;
690;603560;Master an Fachhochschulen (Abschlussprüfung vorausgesetzt) - Weiterbildungsstudium;20072;99999;90;
694;650560;Abschlusszeugnis / Zertifikat - Weiterbildungsstudium;20072;99999;94;
695;651060;Sonstiger Abschluss in Deutschland - Weiterbildungsstudium;20072;99999;95;
696;651560;Abschlussprüfung im Ausland - Weiterbildungsstudium;20072;99999;96;
699;200460;LA Master Grund- und Hauptschulen - Weiterbildungsstudium;20222;99999;99;
730;480570;LA Master (soweit keine Differenzierung möglich) - Konsekutives Masterstudium;20092;99999;30;
749;153070;LA Master Grundschulen  - Konsekutives Masterstudium;20092;99999;49;
750;250470;LA Master Hauptschulen  - Konsekutives Masterstudium;20222;99999;50;
752;156070;LA Master Grundstufe / Primarstufe  - Konsekutives Masterstudium;20092;99999;52;
755;201570;LA Master Sekundarstufe I / Primarstufe  - Konsekutives Masterstudium;20092;99999;55;
757;203070;LA Master Grundschulen / Sekundarstufe I - Konsekutives Masterstudium;20092;99999;57;
758;251570;LA Master Realschulen - Konsekutives Masterstudium;20092;99999;58;
760;253070;LA Master Haupt- und Realschulen / Unterstufe und Mittelstufe Gymnasien  - Konsekutives Masterstudiu;20092;99999;60;
761;254570;LA Master Mittelstufe / Sekundarstufe I  - Konsekutives Masterstudium;20092;99999;61;
762;301570;LA Master Sekundarstufe II / Sekundarstufe I  - Konsekutives Masterstudium;20092;99999;62;
763;353070;LA Master Oberstufe / Sekundarstufe II, allgemeinbildende Schulen  - Konsekutives Masterstudium;20092;99999;63;
764;351570;LA Master Gymnasien  - Konsekutives Masterstudium;20092;99999;64;
765;401570;LA Master Sonderschulen / Förderschulen - Konsekutives Masterstudium;20092;99999;65;
766;451570;LA Master Berufliche Schulen  - Konsekutives Masterstudium;20092;99999;66;
767;453070;LA Master Oberstufe / Sekundarstufe II, berufliche Schulen - Konsekutives Masterstudium;20092;99999;67;
769;051570;Mehr-Fächer-Master - Konsekutives Masterstudium;20102;99999;69;
778;057570;Master (U)-Lehrer - Konsekutives Masterstudium;20092;99999;78;
788;059570;Master an Universitäten (Abschlussprüfung vorausgesetzt) - Konsekutives Masterstudium;20092;99999;88;
789;557070;Master an Kunsthochschulen (Abschlussprüfung vorausgesetzt) - Konsekutives Masterstudium;20092;99999;89;
790;603570;Master an Fachhochschulen (Abschlussprüfung vorausgesetzt) - Konsekutives Masterstudium;20092;99999;90;
796;651570;Abschlussprüfung im Ausland - Konsekutives Masterstudium;20092;99999;96;
799;200470;LA Master Grund- und Hauptschulen  - Konsekutives Masterstudium;20222;99999;99;
801;051280;Mehr-Fächer-Bachelor mit Lehramtsoption - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20102;99999;01;
802;050580;Magister - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;02;
803;052080;Lizentiat - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;03;
804;052580;Kirchliche Prüfung - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;04;
805;056580;Akad. geprüfter Übersetzer - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;05;
807;102080;Promotion ohne vorausgesetzte Abschlussprüfung - Weiterst. bzw. Wiederholung zur Notenverbesserung;20072;99999;07;
808;053080;Staatsexamen / 1. Staatsprüfung - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;08;
809;053580;Staatsexamen (einphasige Ausbildung) - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;09;
810;054080;Fakultätsprüfung - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;10;
811;054580;Diplom (U) - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;11;
812;055580;Diplom (U) - Dolmetscher - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;12;
813;056080;Diplom (U) - Übersetzer - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;13;
814;055080;Diplom I (U-GH) - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;14;
815;152580;LA Bachelor Grundschulen - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;15;
816;250280;LA Bachelor Hauptschulen - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20222;99999;16;
817;059980;Abschlussprüfung ohne akad. Grad - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;17;
818;058080;Diplom (U) - Lehrer - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;18;
819;155580;LA Bachelor Grundstufe / Primarstufe - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;19;
820;200080;LA Grund- und Hauptschulen - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20222;99999;20;
821;152080;LA Grundschulen - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;21;
822;250080;LA Hauptschulen - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20222;99999;22;
823;250580;LA Realschulen - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;23;
824;252080;LA Haupt- und Realsch. / Unterst. und Mittelst. Gym. - Weiterst. bzw. Wiederh. zur Notenverbesserung;20072;99999;24;
825;350580;LA Gymnasien - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;25;
826;400580;LA Sonderschulen / Förderschulen - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;26;
827;450580;LA Berufliche Schulen - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;27;
828;200580;LA Sekundarstufe I / Primarstufe - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;28;
829;500580;Sonstige Staatsprüfungen nach Schularten / Schulst. - Weiterst. bzw. Wiederh. zur Notenverbesserung;20072;99999;29;
830;480580;LA Master (soweit keine Differenzierung möglich) - Weiterst. bzw. Wiederh. zur Notenverbesserung;20072;99999;30;
831;470580;LA Bachelor (soweit keine Differenzierung möglich) - Weiterst. bzw. Wiederh. zur Notenverbesserung;20072;99999;31;
832;201080;LA Bachelor Sekundarstufe I / Primarstufe - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;32;
833;202580;LA Bachelor Grundschulen / Sekundarstufe I - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;33;
834;251080;LA Bachelor Realschulen - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;34;
835;252580;LA Bachelor Haupt- u. Realsch./Unterst. u. Mittelst. Gymnasien-Weiterst. bzw. Wiederh. z. Notenverb.;20072;99999;35;
836;254080;LA Bachelor Mittelstufe / Sekundarstufe I - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;36;
837;301080;LA Bachelor Sekundarst. II / Sekundarst. I - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;37;
838;351080;LA Bachelor Gymnasien - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;38;
839;352580;LA Bachelor Oberst. / Sekundarst. II, allgemeinb. Schulen - Weiterst. bzw. Wiederh. zur Notenverb.;20072;99999;39;
840;202080;LA Grundschulen / Sekundarstufe I - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;40;
841;300580;LA Sekundarstufe II / Sekundarstufe I - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;41;
842;155080;LA Grundstufe / Primarstufe - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;42;
843;253580;LA Mittelstufe / Sekundarstufe I - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;43;
844;352080;LA Oberst. / Sekundarst. II, allgemeinb. Schulen - Weiterst. bzw. Wiederholung zur Notenverbesserung;20072;99999;44;
845;452080;LA Oberst. / Sekundarst. II, berufliche Schulen - Weiterst. bzw. Wiederholung zur Notenverbesserung;20072;99999;45;
846;401080;LA Bachelor Sonderschulen / Förderschulen - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;46;
847;451080;LA Bachelor Berufliche Schulen - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;47;
848;452580;LA Bachelor Oberst. / Sekundarst. II, berufliche Schulen - Weiterst. bzw. Wiederh. zur Notenverb.;20072;99999;48;
849;153080;LA Master Grundschulen  - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;49;
850;250480;LA Master Hauptschulen  - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20222;99999;50;
851;600580;Diplom (FH) - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;51;
852;156080;LA Master Grundstufe / Primarstufe  - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;52;
853;601080;Diplom (FH) - Dolmetscher - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;53;
854;601580;Diplom (FH) - Übersetzer - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;54;
855;201580;LA Master Sekundarstufe I / Primarstufe  - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;55;
856;602080;Staatl. Laufbahnprüfung (VerwFH) - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;56;
857;203080;LA Master Grundschulen / Sekundarstufe I - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;57;
858;251580;LA Master Realschulen - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;58;
859;604080;Sonstiger FH - Abschluss - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;59;
860;253080;LA Master Haupt- und Realsch./Unterst. und Mittelst. Gym.-Weiterst. bzw. Wiederh. zur Notenverb.;20072;99999;60;
861;254580;LA Master Mittelstufe / Sekundarstufe I  - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;61;
862;301580;LA Master Sekundarst. II / Sekundarst. I  - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;62;
863;353080;LA Master Oberst. / Sekundarst. II, allgemeinb. Schulen  - Weiterst. bzw. Wiederh. zur Notenverb.;20072;99999;63;
864;351580;LA Master Gymnasien  - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;64;
865;401580;LA Master Sonderschulen / Förderschulen - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;65;
866;451580;LA Master Berufliche Schulen  - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;66;
867;453080;LA Master Oberst. / Sekundarst. II, berufliche Schulen - Weiterst. bzw. Wiederholung zur Notenverb.;20072;99999;67;
868;051080;Mehr-Fächer-Bachelor ohne Lehramtsoption - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20102;99999;68;
869;051580;Mehr-Fächer-Master - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20102;99999;69;
870;554080;Staatl. Prüfung für künstlerische Abschlüsse - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;70;
871;551580;Bühnen- / Konzert- / Opernreifeprüfung - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;71;
872;552080;Privatmusiklehrerprüfung - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;72;
873;552580;Kirchenmusikprüfung A - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;73;
874;553080;Kirchenmusikprüfung B - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;74;
875;550580;Diplom (KH) - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;75;
876;554580;Meisterschüler - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;76;
877;555080;Kunstpädagogische Prüfung - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;77;
878;057580;Master (U) - Lehrer - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;78;
879;553580;Solistenprüfung  - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;79;
880;555580;Sonstiger künstlerischer Abschluss - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;80;
881;551080;Akademiebrief (KH) - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;81;
882;058580;Bachelor an Universitäten - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;82;
883;556080;Bachelor an Kunsthochschulen - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;83;
884;602580;Bachelor an Fachhochschulen - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;84;
888;059580;Master an Universitäten (Abschlusspr. vorausge.) - Weiterst. bzw. Wiederholung zur Notenverbesserung;20072;99999;88;
889;557080;Master an Kunsthochschulen (Abschlussp. vorausge.) - Weiterst. bzw. Wiederh. zur Notenverbesserung;20072;99999;89;
890;603580;Master an Fachhochschulen (Abschlusspr. vorausge.) - Weiterst. bzw. Wiederh. zur Notenverbesserung;20072;99999;90;
893;057080;Bachelor (U) - Lehrer - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;93;
894;650580;Abschlusszeugnis / Zertifikat - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;94;
895;651080;Sonstiger Abschluss in Deutschland - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20072;99999;95;
898;200280;LA Bachelor Grund- und Hauptschulen - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20222;99999;98;
899;200480;LA Master Grund- und Hauptschulen  - Weiterstudium bzw. Wiederholung zur Notenverbesserung;20222;99999;99;
997;652090;Keine Abschlussprüfung möglich bzw. angestrebt - Kein Abschluss;20072;99999;97;
